Pedido_ID,Linea_ID,Fecha,Hora inicio preparación,Hora fin preparación,Plato,Cantidad_platos,Insumo,Cantidad_insumo,Unidad,Lote_ID,Ubicación_origen,Responsable (cocinero/chef),Tiempo_total,Estado del pedido,Desperdicio registrado,Observaciones del pedido
20190112-4,3,2019-01-12,17:39,10:43,Arroz Chaufa,28,Pollo desmenuzado,1.68,kg,L701-0001,A3,Chef,8,Completado,0.15788445763221723,
20190112-5,1,2019-01-12,11:58,17:58,Tallarines Verdes,20,Fideos,4.0,kg,L174-0001,E2,Chef,11,Completado,0.30538595664565293,
20190112-5,2,2019-01-12,11:58,17:58,Tallarines Verdes,20,Espinaca,1.2,kg,L746-0001,C5,Chef,11,Completado,0.0650803290049916,
20190112-5,3,2019-01-12,11:58,17:58,Tallarines Verdes,20,Queso fresco,0.6,kg,L298-0001,C6,Chef,11,Completado,0.027664169014334532,
20190113-1,1,2019-01-13,20:03,15:53,Lomo Saltado,67,Carne de res,12.06,kg,L595-0002,A1,Chef,6,Completado,0.8375058166716566,
20190113-1,2,2019-01-13,20:03,15:53,Lomo Saltado,67,Papa amarilla,10.05,kg,L057-0002,B1,Chef,6,Completado,0.8379063462629308,
20190113-1,3,2019-01-13,20:03,15:53,Lomo Saltado,67,Cebolla roja,2.68,kg,L875-0001,C1,Chef,6,Completado,0.23919452488305915,
20190113-2,1,2019-01-13,11:14,20:07,Pollo a la Brasa,52,Pollo entero,20.8,kg,L162-0003,A2,Chef,15,Completado,1.1814139088880347,
20190113-2,2,2019-01-13,11:14,20:07,Pollo a la Brasa,52,Papa blanca,10.4,kg,L336-0002,B2,Chef,15,Completado,0.8961635903117688,
20190113-2,3,2019-01-13,11:14,20:07,Pollo a la Brasa,52,Ensalada,5.2,kg,L281-0001,C2,Chef,15,Completado,0.26635764954994734,
20190113-3,1,2019-01-13,15:03,12:19,Ceviche Clásico,37,Pescado blanco,7.4,kg,L189-0002,D1,Chef,6,Completado,0.6228937495621287,
20190113-3,2,2019-01-13,15:03,12:19,Ceviche Clásico,37,Limón,1.85,ml,L173-0001,D2,Chef,6,Completado,0.13281224257310398,
20190113-3,3,2019-01-13,15:03,12:19,Ceviche Clásico,37,Cebolla roja,1.48,kg,L875-0001,C1,Chef,6,Completado,0.12200203249322669,
20190113-4,1,2019-01-13,15:36,20:35,Arroz Chaufa,38,Arroz,9.5,kg,L441-0002,E1,Chef,16,Completado,0.7185133656080024,
20190113-4,2,2019-01-13,15:36,20:35,Arroz Chaufa,38,Huevo,1.9,kg,L212-0001,C4,Chef,16,Completado,0.11809227489212816,
20190113-4,3,2019-01-13,15:36,20:35,Arroz Chaufa,38,Pollo desmenuzado,2.28,kg,L701-0001,A3,Chef,16,Completado,0.1533438585995728,
20190113-5,1,2019-01-13,14:22,19:43,Tallarines Verdes,17,Fideos,3.4,kg,L174-0001,E2,Chef,7,Completado,0.20176018437484347,
20190113-5,2,2019-01-13,14:22,19:43,Tallarines Verdes,17,Espinaca,1.02,kg,L746-0001,C5,Chef,7,Completado,0.09036431608630367,
20190113-5,3,2019-01-13,14:22,19:43,Tallarines Verdes,17,Queso fresco,0.51,kg,L298-0001,C6,Chef,7,Completado,0.028192004035771177,
20190114-1,1,2019-01-14,15:59,17:10,Lomo Saltado,59,Carne de res,10.62,kg,L595-0002,A1,Chef,14,Completado,0.9030198264604579,
20190114-1,2,2019-01-14,15:59,17:10,Lomo Saltado,59,Papa amarilla,8.85,kg,L057-0002,B1,Chef,14,Completado,0.7785542165182628,
20190114-1,3,2019-01-14,15:59,17:10,Lomo Saltado,59,Cebolla roja,2.36,kg,L875-0001,C1,Chef,14,Completado,0.21123878701970009,
20190114-2,1,2019-01-14,14:04,12:58,Pollo a la Brasa,57,Pollo entero,22.8,kg,L162-0004,A2,Chef,15,Completado,2.153960866472722,
20190114-2,2,2019-01-14,14:04,12:58,Pollo a la Brasa,57,Papa blanca,11.4,kg,L336-0002,B2,Chef,15,Completado,0.6722784622908023,
20190114-2,3,2019-01-14,14:04,12:58,Pollo a la Brasa,57,Ensalada,5.7,kg,L281-0001,C2,Chef,15,Completado,0.4292008831219094,
20190114-3,1,2019-01-14,11:39,17:38,Ceviche Clásico,29,Pescado blanco,5.8,kg,L189-0002,D1,Chef,13,Completado,0.3631766614398679,
20190114-3,2,2019-01-14,11:39,17:38,Ceviche Clásico,29,Limón,1.45,ml,L173-0001,D2,Chef,13,Completado,0.09825314135325576,
20190114-3,3,2019-01-14,11:39,17:38,Ceviche Clásico,29,Cebolla roja,1.16,kg,L875-0001,C1,Chef,13,Completado,0.06737590004182428,
20190114-4,1,2019-01-14,16:14,10:24,Arroz Chaufa,34,Arroz,8.5,kg,L441-0002,E1,Chef,6,Completado,0.7987830323700299,
20190114-4,2,2019-01-14,16:14,10:24,Arroz Chaufa,34,Huevo,1.7,kg,L212-0001,C4,Chef,6,Completado,0.10715690458006756,
20190114-4,3,2019-01-14,16:14,10:24,Arroz Chaufa,34,Pollo desmenuzado,2.04,kg,L701-0001,A3,Chef,6,Completado,0.1481308702003522,
20190114-5,1,2019-01-14,17:39,12:38,Tallarines Verdes,21,Fideos,4.2,kg,L174-0001,E2,Chef,8,Completado,0.27674509207038356,
20190114-5,2,2019-01-14,17:39,12:38,Tallarines Verdes,21,Espinaca,1.26,kg,L746-0001,C5,Chef,8,Completado,0.07556087341498381,
20190114-5,3,2019-01-14,17:39,12:38,Tallarines Verdes,21,Queso fresco,0.63,kg,L298-0001,C6,Chef,8,Completado,0.052814757371391595,
20190115-1,1,2019-01-15,13:44,17:51,Lomo Saltado,38,Carne de res,6.84,kg,L595-0002,A1,Chef,13,Completado,0.4797391377986224,
20190115-1,2,2019-01-15,13:44,17:51,Lomo Saltado,38,Papa amarilla,5.7,kg,L057-0002,B1,Chef,13,Completado,0.4126323378925902,
20190115-1,3,2019-01-15,13:44,17:51,Lomo Saltado,38,Cebolla roja,1.52,kg,L875-0001,C1,Chef,13,Completado,0.10515580235799944,
20190115-2,1,2019-01-15,13:11,11:26,Pollo a la Brasa,38,Pollo entero,15.2,kg,L162-0004,A2,Chef,8,Completado,1.2408809813539952,
20190115-2,2,2019-01-15,13:11,11:26,Pollo a la Brasa,38,Papa blanca,7.6,kg,L336-0002,B2,Chef,8,Completado,0.5514823461665038,
20190115-2,3,2019-01-15,13:11,11:26,Pollo a la Brasa,38,Ensalada,3.8,kg,L281-0001,C2,Chef,8,Completado,0.20941018543078524,
20190115-3,1,2019-01-15,14:19,20:09,Ceviche Clásico,26,Pescado blanco,5.2,kg,L189-0002,D1,Chef,13,Completado,0.39001823996702956,
20190115-3,2,2019-01-15,14:19,20:09,Ceviche Clásico,26,Limón,1.3,ml,L173-0001,D2,Chef,13,Completado,0.08326641050756392,
20190115-3,3,2019-01-15,14:19,20:09,Ceviche Clásico,26,Cebolla roja,1.04,kg,L875-0001,C1,Chef,13,Completado,0.07042916214739388,
20190115-4,1,2019-01-15,20:11,19:12,Arroz Chaufa,21,Arroz,5.25,kg,L441-0002,E1,Chef,13,Completado,0.3693549338486068,
20190115-4,2,2019-01-15,20:11,19:12,Arroz Chaufa,21,Huevo,1.05,kg,L212-0001,C4,Chef,13,Completado,0.08052161683238283,
20190115-4,3,2019-01-15,20:11,19:12,Arroz Chaufa,21,Pollo desmenuzado,1.26,kg,L701-0001,A3,Chef,13,Completado,0.051769129896855545,
20190115-5,1,2019-01-15,20:11,13:47,Tallarines Verdes,18,Fideos,3.6,kg,L174-0001,E2,Chef,9,Completado,0.3146582816188027,
20190115-5,2,2019-01-15,20:11,13:47,Tallarines Verdes,18,Espinaca,1.08,kg,L746-0001,C5,Chef,9,Completado,0.044691864790238914,
20190115-5,3,2019-01-15,20:11,13:47,Tallarines Verdes,18,Queso fresco,0.54,kg,L298-0001,C6,Chef,9,Completado,0.04270429763601918,
20190116-1,1,2019-01-16,16:50,17:14,Lomo Saltado,71,Carne de res,12.78,kg,L595-0002,A1,Chef,10,Completado,0.8020516095220387,
20190116-1,2,2019-01-16,16:50,17:14,Lomo Saltado,71,Papa amarilla,10.65,kg,L057-0002,B1,Chef,10,Completado,0.8117780587755588,
20190116-1,3,2019-01-16,16:50,17:14,Lomo Saltado,71,Cebolla roja,2.84,kg,L875-0001,C1,Chef,10,Completado,0.13307114792948918,
20190116-2,1,2019-01-16,13:24,19:10,Pollo a la Brasa,51,Pollo entero,20.4,kg,L162-0004,A2,Chef,11,Completado,1.2399274971039365,
20190116-2,2,2019-01-16,13:24,19:10,Pollo a la Brasa,51,Papa blanca,10.2,kg,L336-0002,B2,Chef,11,Completado,0.5454581516392689,
20190116-2,3,2019-01-16,13:24,19:10,Pollo a la Brasa,51,Ensalada,5.1,kg,L281-0001,C2,Chef,11,Completado,0.3424464919366042,
20190116-3,1,2019-01-16,12:53,17:24,Ceviche Clásico,31,Pescado blanco,6.2,kg,L189-0002,D1,Chef,12,Completado,0.3095709540832063,
20190116-3,2,2019-01-16,12:53,17:24,Ceviche Clásico,31,Limón,1.55,ml,L173-0001,D2,Chef,12,Completado,0.06515076190293334,
20190116-3,3,2019-01-16,12:53,17:24,Ceviche Clásico,31,Cebolla roja,1.24,kg,L875-0001,C1,Chef,12,Completado,0.07277360393227715,
20190116-4,1,2019-01-16,20:21,19:27,Arroz Chaufa,38,Arroz,9.5,kg,L441-0002,E1,Chef,7,Completado,0.7582163020495252,
20190116-4,2,2019-01-16,20:21,19:27,Arroz Chaufa,38,Huevo,1.9,kg,L212-0001,C4,Chef,7,Completado,0.09629610022315167,
20190116-4,3,2019-01-16,20:21,19:27,Arroz Chaufa,38,Pollo desmenuzado,2.28,kg,L701-0001,A3,Chef,7,Completado,0.22267441942982147,
20190116-5,1,2019-01-16,10:19,15:21,Tallarines Verdes,19,Fideos,3.8,kg,L174-0001,E2,Chef,17,Completado,0.2739958959168742,
20190116-5,2,2019-01-16,10:19,15:21,Tallarines Verdes,19,Espinaca,1.14,kg,L746-0001,C5,Chef,17,Completado,0.05821726040504975,
20190116-5,3,2019-01-16,10:19,15:21,Tallarines Verdes,19,Queso fresco,0.57,kg,L298-0001,C6,Chef,17,Completado,0.033046180182413516,
20190117-1,1,2019-01-17,15:50,13:00,Lomo Saltado,76,Carne de res,13.68,kg,L595-0002,A1,Chef,13,Completado,1.254553637727895,
20190117-1,2,2019-01-17,15:50,13:00,Lomo Saltado,76,Papa amarilla,11.4,kg,L057-0002,B1,Chef,13,Completado,1.103142976099405,
20190117-1,3,2019-01-17,15:50,13:00,Lomo Saltado,76,Cebolla roja,3.04,kg,L875-0001,C1,Chef,13,Completado,0.18969161928942696,
20190117-2,1,2019-01-17,19:18,11:59,Pollo a la Brasa,65,Pollo entero,26.0,kg,L162-0004,A2,Chef,6,Completado,1.079602714830138,
20190117-2,2,2019-01-17,19:18,11:59,Pollo a la Brasa,65,Papa blanca,13.0,kg,L336-0002,B2,Chef,6,Completado,0.6417990259456284,
20190117-2,3,2019-01-17,19:18,11:59,Pollo a la Brasa,65,Ensalada,6.5,kg,L281-0002,C2,Chef,6,Completado,0.3465691431538503,
20190117-3,1,2019-01-17,17:22,20:07,Ceviche Clásico,44,Pescado blanco,8.8,kg,L189-0002,D1,Chef,11,Completado,0.531135217833189,
20190117-3,2,2019-01-17,17:22,20:07,Ceviche Clásico,44,Limón,2.2,ml,L173-0001,D2,Chef,11,Completado,0.16316654434478206,
20190117-3,3,2019-01-17,17:22,20:07,Ceviche Clásico,44,Cebolla roja,1.76,kg,L875-0001,C1,Chef,11,Completado,0.16411582695342591,
20190117-4,1,2019-01-17,17:33,12:31,Arroz Chaufa,32,Arroz,8.0,kg,L441-0002,E1,Chef,13,Completado,0.6666881272907164,
20190117-4,2,2019-01-17,17:33,12:31,Arroz Chaufa,32,Huevo,1.6,kg,L212-0001,C4,Chef,13,Completado,0.14614686093820345,
20190117-4,3,2019-01-17,17:33,12:31,Arroz Chaufa,32,Pollo desmenuzado,1.92,kg,L701-0001,A3,Chef,13,Completado,0.17244132839811746,
20190117-5,1,2019-01-17,13:51,14:53,Tallarines Verdes,23,Fideos,4.6,kg,L174-0001,E2,Chef,10,Completado,0.296164277083492,
20190117-5,2,2019-01-17,13:51,14:53,Tallarines Verdes,23,Espinaca,1.38,kg,L746-0001,C5,Chef,10,Completado,0.08202637705964301,
20190117-5,3,2019-01-17,13:51,14:53,Tallarines Verdes,23,Queso fresco,0.69,kg,L298-0001,C6,Chef,10,Completado,0.031198695618944464,
20190118-1,1,2019-01-18,12:51,19:21,Lomo Saltado,52,Carne de res,9.36,kg,L595-0002,A1,Chef,17,Completado,0.4530875595104398,
20190118-1,2,2019-01-18,12:51,19:21,Lomo Saltado,52,Papa amarilla,7.8,kg,L057-0002,B1,Chef,17,Completado,0.7184430127202233,
20190118-1,3,2019-01-18,12:51,19:21,Lomo Saltado,52,Cebolla roja,2.08,kg,L875-0001,C1,Chef,17,Completado,0.13626664535776034,
20190118-2,1,2019-01-18,12:16,18:39,Pollo a la Brasa,42,Pollo entero,16.8,kg,L162-0005,A2,Chef,7,Completado,1.3105460455847564,
20190118-2,2,2019-01-18,12:16,18:39,Pollo a la Brasa,42,Papa blanca,8.4,kg,L336-0002,B2,Chef,7,Completado,0.465975393458334,
20190118-2,3,2019-01-18,12:16,18:39,Pollo a la Brasa,42,Ensalada,4.2,kg,L281-0002,C2,Chef,7,Completado,0.2031177306663517,
20190118-3,1,2019-01-18,20:45,13:25,Ceviche Clásico,39,Pescado blanco,7.8,kg,L189-0002,D1,Chef,15,Completado,0.7334678369786285,
20190118-3,2,2019-01-18,20:45,13:25,Ceviche Clásico,39,Limón,1.95,ml,L173-0001,D2,Chef,15,Completado,0.15887295734032958,
20190118-3,3,2019-01-18,20:45,13:25,Ceviche Clásico,39,Cebolla roja,1.56,kg,L875-0001,C1,Chef,15,Completado,0.12634600896329706,
20190118-4,1,2019-01-18,15:17,14:41,Arroz Chaufa,25,Arroz,6.25,kg,L441-0002,E1,Chef,9,Completado,0.4367840325666271,
20190118-4,2,2019-01-18,15:17,14:41,Arroz Chaufa,25,Huevo,1.25,kg,L212-0001,C4,Chef,9,Completado,0.055038154993678264,
20190118-4,3,2019-01-18,15:17,14:41,Arroz Chaufa,25,Pollo desmenuzado,1.5,kg,L701-0001,A3,Chef,9,Completado,0.09647232792249198,
20190118-5,1,2019-01-18,15:57,16:52,Tallarines Verdes,15,Fideos,3.0,kg,L174-0001,E2,Chef,15,Completado,0.14520333695888082,
20190118-5,2,2019-01-18,15:57,16:52,Tallarines Verdes,15,Espinaca,0.9,kg,L746-0001,C5,Chef,15,Completado,0.05023892534226929,
20190118-5,3,2019-01-18,15:57,16:52,Tallarines Verdes,15,Queso fresco,0.45,kg,L298-0001,C6,Chef,15,Completado,0.02519545662101382,
20190119-1,1,2019-01-19,17:10,13:48,Lomo Saltado,73,Carne de res,13.14,kg,L595-0003,A1,Chef,16,Completado,0.7598507605973113,
20190119-1,2,2019-01-19,17:10,13:48,Lomo Saltado,73,Papa amarilla,10.95,kg,L057-0002,B1,Chef,16,Completado,0.8101278486750614,
20190119-1,3,2019-01-19,17:10,13:48,Lomo Saltado,73,Cebolla roja,2.92,kg,L875-0001,C1,Chef,16,Completado,0.20020403046528226,
20190119-2,1,2019-01-19,17:53,15:04,Pollo a la Brasa,75,Pollo entero,30.0,kg,L162-0005,A2,Chef,13,Completado,1.5868926814633624,
20190119-2,2,2019-01-19,17:53,15:04,Pollo a la Brasa,75,Papa blanca,15.0,kg,L336-0002,B2,Chef,13,Completado,0.6280648215551562,
20190119-2,3,2019-01-19,17:53,15:04,Pollo a la Brasa,75,Ensalada,7.5,kg,L281-0002,C2,Chef,13,Completado,0.4180188199349213,
20190119-3,1,2019-01-19,12:51,20:16,Ceviche Clásico,47,Pescado blanco,9.4,kg,L189-0002,D1,Chef,16,Completado,0.7126193667891256,
20190119-3,2,2019-01-19,12:51,20:16,Ceviche Clásico,47,Limón,2.35,ml,L173-0001,D2,Chef,16,Completado,0.1411283886051915,
20190119-3,3,2019-01-19,12:51,20:16,Ceviche Clásico,47,Cebolla roja,1.88,kg,L875-0001,C1,Chef,16,Completado,0.16215889658252872,
20190119-4,1,2019-01-19,14:08,18:39,Arroz Chaufa,49,Arroz,12.25,kg,L441-0002,E1,Chef,6,Completado,0.7934032596959628,
20190119-4,2,2019-01-19,14:08,18:39,Arroz Chaufa,49,Huevo,2.45,kg,L212-0001,C4,Chef,6,Completado,0.10916221132433446,
20190119-4,3,2019-01-19,14:08,18:39,Arroz Chaufa,49,Pollo desmenuzado,2.94,kg,L701-0001,A3,Chef,6,Completado,0.13131780669552803,
20190119-5,1,2019-01-19,12:29,15:33,Tallarines Verdes,26,Fideos,5.2,kg,L174-0001,E2,Chef,17,Completado,0.3206238558452884,
20190119-5,2,2019-01-19,12:29,15:33,Tallarines Verdes,26,Espinaca,1.56,kg,L746-0001,C5,Chef,17,Completado,0.07097208206337295,
20190119-5,3,2019-01-19,12:29,15:33,Tallarines Verdes,26,Queso fresco,0.78,kg,L298-0001,C6,Chef,17,Completado,0.07413027533163297,
20190120-1,1,2019-01-20,18:11,20:25,Lomo Saltado,60,Carne de res,10.8,kg,L595-0003,A1,Chef,14,Completado,1.0437504521169254,
20190120-1,2,2019-01-20,18:11,20:25,Lomo Saltado,60,Papa amarilla,9.0,kg,L057-0002,B1,Chef,14,Completado,0.3812904781389932,
20190120-1,3,2019-01-20,18:11,20:25,Lomo Saltado,60,Cebolla roja,2.4,kg,L875-0001,C1,Chef,14,Completado,0.19760282484225913,
20190120-2,1,2019-01-20,16:16,16:25,Pollo a la Brasa,34,Pollo entero,13.6,kg,L162-0005,A2,Chef,10,Completado,0.9301394563543681,
20190120-2,2,2019-01-20,16:16,16:25,Pollo a la Brasa,34,Papa blanca,6.8,kg,L336-0002,B2,Chef,10,Completado,0.3505804033365372,
20190120-2,3,2019-01-20,16:16,16:25,Pollo a la Brasa,34,Ensalada,3.4,kg,L281-0002,C2,Chef,10,Completado,0.15951753233444602,
20190120-3,1,2019-01-20,20:22,11:30,Ceviche Clásico,33,Pescado blanco,6.6,kg,L189-0002,D1,Chef,9,Completado,0.5984415618198878,
20190120-3,2,2019-01-20,20:22,11:30,Ceviche Clásico,33,Limón,1.65,ml,L173-0001,D2,Chef,9,Completado,0.0975909468510823,
20190120-3,3,2019-01-20,20:22,11:30,Ceviche Clásico,33,Cebolla roja,1.32,kg,L875-0001,C1,Chef,9,Completado,0.11845010555273365,
20190120-4,1,2019-01-20,10:13,17:34,Arroz Chaufa,18,Arroz,4.5,kg,L441-0002,E1,Chef,17,Completado,0.21255305915986528,
20190120-4,2,2019-01-20,10:13,17:34,Arroz Chaufa,18,Huevo,0.9,kg,L212-0001,C4,Chef,17,Completado,0.040155472887977293,
20190120-4,3,2019-01-20,10:13,17:34,Arroz Chaufa,18,Pollo desmenuzado,1.08,kg,L701-0001,A3,Chef,17,Completado,0.08831951267690347,
20190120-5,1,2019-01-20,17:25,16:22,Tallarines Verdes,14,Fideos,2.8,kg,L174-0001,E2,Chef,17,Completado,0.20816786358482223,
20190120-5,2,2019-01-20,17:25,16:22,Tallarines Verdes,14,Espinaca,0.84,kg,L746-0001,C5,Chef,17,Completado,0.07412043976180524,
20190120-5,3,2019-01-20,17:25,16:22,Tallarines Verdes,14,Queso fresco,0.42,kg,L298-0001,C6,Chef,17,Completado,0.030367717557595847,
20190121-1,1,2019-01-21,18:15,17:43,Lomo Saltado,67,Carne de res,12.06,kg,L595-0003,A1,Chef,14,Completado,1.0383226422723653,
20190121-1,2,2019-01-21,18:15,17:43,Lomo Saltado,67,Papa amarilla,10.05,kg,L057-0002,B1,Chef,14,Completado,0.6539133696469023,
20190121-1,3,2019-01-21,18:15,17:43,Lomo Saltado,67,Cebolla roja,2.68,kg,L875-0002,C1,Chef,14,Completado,0.1749542059661529,
20190121-2,1,2019-01-21,14:00,10:02,Pollo a la Brasa,53,Pollo entero,21.2,kg,L162-0005,A2,Chef,13,Completado,1.213367997383992,
20190121-2,2,2019-01-21,14:00,10:02,Pollo a la Brasa,53,Papa blanca,10.6,kg,L336-0003,B2,Chef,13,Completado,0.6124519646100097,
20190121-2,3,2019-01-21,14:00,10:02,Pollo a la Brasa,53,Ensalada,5.3,kg,L281-0002,C2,Chef,13,Completado,0.28628726483387135,
20190121-3,1,2019-01-21,18:47,10:52,Ceviche Clásico,45,Pescado blanco,9.0,kg,L189-0002,D1,Chef,14,Completado,0.4191125032867222,
20190121-3,2,2019-01-21,18:47,10:52,Ceviche Clásico,45,Limón,2.25,ml,L173-0001,D2,Chef,14,Completado,0.19772855848935675,
20190121-3,3,2019-01-21,18:47,10:52,Ceviche Clásico,45,Cebolla roja,1.8,kg,L875-0002,C1,Chef,14,Completado,0.09997012637299588,
20190121-4,1,2019-01-21,15:38,17:45,Arroz Chaufa,45,Arroz,11.25,kg,L441-0002,E1,Chef,13,Completado,0.7654960200936621,
20190121-4,2,2019-01-21,15:38,17:45,Arroz Chaufa,45,Huevo,2.25,kg,L212-0001,C4,Chef,13,Completado,0.17281053754344552,
20190121-4,3,2019-01-21,15:38,17:45,Arroz Chaufa,45,Pollo desmenuzado,2.7,kg,L701-0001,A3,Chef,13,Completado,0.1350594992669162,
20190121-5,1,2019-01-21,13:03,20:07,Tallarines Verdes,30,Fideos,6.0,kg,L174-0001,E2,Chef,9,Completado,0.5416172647019684,
20190121-5,2,2019-01-21,13:03,20:07,Tallarines Verdes,30,Espinaca,1.8,kg,L746-0001,C5,Chef,9,Completado,0.07707009857196381,
20190121-5,3,2019-01-21,13:03,20:07,Tallarines Verdes,30,Queso fresco,0.9,kg,L298-0001,C6,Chef,9,Completado,0.056740893020527476,
20190122-1,1,2019-01-22,12:31,12:37,Lomo Saltado,23,Carne de res,4.14,kg,L595-0003,A1,Chef,13,Completado,0.35137130645650955,
20190122-1,2,2019-01-22,12:31,12:37,Lomo Saltado,23,Papa amarilla,3.45,kg,L057-0002,B1,Chef,13,Completado,0.1452170881684018,
20190122-1,3,2019-01-22,12:31,12:37,Lomo Saltado,23,Cebolla roja,0.92,kg,L875-0002,C1,Chef,13,Completado,0.08619966355577677,
20190122-2,1,2019-01-22,14:33,20:40,Pollo a la Brasa,30,Pollo entero,12.0,kg,L162-0005,A2,Chef,13,Completado,0.6712320306638684,
20190122-2,2,2019-01-22,14:33,20:40,Pollo a la Brasa,30,Papa blanca,6.0,kg,L336-0003,B2,Chef,13,Completado,0.2866253716618095,
20190122-2,3,2019-01-22,14:33,20:40,Pollo a la Brasa,30,Ensalada,3.0,kg,L281-0002,C2,Chef,13,Completado,0.2799746543764159,
20190122-3,1,2019-01-22,18:33,19:08,Ceviche Clásico,19,Pescado blanco,3.8,kg,L189-0002,D1,Chef,13,Completado,0.3644024033367297,
20190122-3,2,2019-01-22,18:33,19:08,Ceviche Clásico,19,Limón,0.95,ml,L173-0001,D2,Chef,13,Completado,0.07990712130783681,
20190122-3,3,2019-01-22,18:33,19:08,Ceviche Clásico,19,Cebolla roja,0.76,kg,L875-0002,C1,Chef,13,Completado,0.04323142780233522,
20190122-4,1,2019-01-22,15:07,20:04,Arroz Chaufa,18,Arroz,4.5,kg,L441-0002,E1,Chef,15,Completado,0.3238026802382058,
20190122-4,2,2019-01-22,15:07,20:04,Arroz Chaufa,18,Huevo,0.9,kg,L212-0001,C4,Chef,15,Completado,0.08795458651997069,
20190122-4,3,2019-01-22,15:07,20:04,Arroz Chaufa,18,Pollo desmenuzado,1.08,kg,L701-0001,A3,Chef,15,Completado,0.05029358213152862,
20190122-5,1,2019-01-22,14:12,10:49,Tallarines Verdes,12,Fideos,2.4,kg,L174-0001,E2,Chef,13,Completado,0.22313850275579444,
20190122-5,2,2019-01-22,14:12,10:49,Tallarines Verdes,12,Espinaca,0.72,kg,L746-0001,C5,Chef,13,Completado,0.05109461368316424,
20190122-5,3,2019-01-22,14:12,10:49,Tallarines Verdes,12,Queso fresco,0.36,kg,L298-0001,C6,Chef,13,Completado,0.033980696340002926,
20190123-1,1,2019-01-23,19:56,12:30,Lomo Saltado,51,Carne de res,9.18,kg,L595-0003,A1,Chef,12,Completado,0.3700339600516969,
20190123-1,2,2019-01-23,19:56,12:30,Lomo Saltado,51,Papa amarilla,7.65,kg,L057-0003,B1,Chef,12,Completado,0.682355635090318,
20190123-1,3,2019-01-23,19:56,12:30,Lomo Saltado,51,Cebolla roja,2.04,kg,L875-0002,C1,Chef,12,Completado,0.10958371977065065,
20190123-2,1,2019-01-23,16:30,11:35,Pollo a la Brasa,38,Pollo entero,15.2,kg,L162-0006,A2,Chef,7,Completado,1.3669063702974604,
20190123-2,2,2019-01-23,16:30,11:35,Pollo a la Brasa,38,Papa blanca,7.6,kg,L336-0003,B2,Chef,7,Completado,0.5354052865949414,
20190123-2,3,2019-01-23,16:30,11:35,Pollo a la Brasa,38,Ensalada,3.8,kg,L281-0002,C2,Chef,7,Completado,0.15345597875143807,
20190123-3,1,2019-01-23,20:48,18:16,Ceviche Clásico,26,Pescado blanco,5.2,kg,L189-0002,D1,Chef,13,Completado,0.2890587172920179,
20190123-3,2,2019-01-23,20:48,18:16,Ceviche Clásico,26,Limón,1.3,ml,L173-0001,D2,Chef,13,Completado,0.1014524448417697,
20190123-3,3,2019-01-23,20:48,18:16,Ceviche Clásico,26,Cebolla roja,1.04,kg,L875-0002,C1,Chef,13,Completado,0.07529508769426937,
20190123-4,1,2019-01-23,12:47,15:18,Arroz Chaufa,27,Arroz,6.75,kg,L441-0002,E1,Chef,12,Completado,0.4892129643638247,
20190123-4,2,2019-01-23,12:47,15:18,Arroz Chaufa,27,Huevo,1.35,kg,L212-0001,C4,Chef,12,Completado,0.1320023523125786,
20190123-4,3,2019-01-23,12:47,15:18,Arroz Chaufa,27,Pollo desmenuzado,1.62,kg,L701-0001,A3,Chef,12,Completado,0.0980299745389603,
20190123-5,1,2019-01-23,14:28,15:03,Tallarines Verdes,24,Fideos,4.8,kg,L174-0001,E2,Chef,9,Completado,0.3901110880226342,
20190123-5,2,2019-01-23,14:28,15:03,Tallarines Verdes,24,Espinaca,1.44,kg,L746-0001,C5,Chef,9,Completado,0.06346112190668685,
20190123-5,3,2019-01-23,14:28,15:03,Tallarines Verdes,24,Queso fresco,0.72,kg,L298-0001,C6,Chef,9,Completado,0.04180162609210246,
20190124-1,1,2019-01-24,12:10,19:22,Lomo Saltado,32,Carne de res,5.76,kg,L595-0003,A1,Chef,15,Completado,0.28532907070044705,
20190124-1,2,2019-01-24,12:10,19:22,Lomo Saltado,32,Papa amarilla,4.8,kg,L057-0003,B1,Chef,15,Completado,0.32693935202935226,
20190124-1,3,2019-01-24,12:10,19:22,Lomo Saltado,32,Cebolla roja,1.28,kg,L875-0002,C1,Chef,15,Completado,0.12372251916476135,
20190124-2,1,2019-01-24,12:12,18:38,Pollo a la Brasa,29,Pollo entero,11.6,kg,L162-0006,A2,Chef,12,Completado,1.0388408529967281,
20190124-2,2,2019-01-24,12:12,18:38,Pollo a la Brasa,29,Papa blanca,5.8,kg,L336-0003,B2,Chef,12,Completado,0.3358343019845174,
20190124-2,3,2019-01-24,12:12,18:38,Pollo a la Brasa,29,Ensalada,2.9,kg,L281-0002,C2,Chef,12,Completado,0.2621508066530101,
20190124-3,1,2019-01-24,13:21,20:26,Ceviche Clásico,39,Pescado blanco,7.8,kg,L189-0002,D1,Chef,8,Completado,0.7570041471331921,
20190124-3,2,2019-01-24,13:21,20:26,Ceviche Clásico,39,Limón,1.95,ml,L173-0001,D2,Chef,8,Completado,0.09567377333836533,
20190124-3,3,2019-01-24,13:21,20:26,Ceviche Clásico,39,Cebolla roja,1.56,kg,L875-0002,C1,Chef,8,Completado,0.12216602870135843,
